股票代號,股票名稱,收盤價,MA5,MA20,MA60,成交量,成交值,量MA5,RSI,5日漲幅
2324,仁寶,33.4,32.7,30.18,30.34,116358890,3886387103,189072615,61.76,21.01
2327,國巨*,701.0,650.8,467.45,341.76,24734027,17338552927,42850828,85.7,34.81
2328,廣宇,53.8,54.34,52.67,47.96,9401950,505824902,14226022,57.25,6.53
2329,華泰,58.5,56.16,57.36,55.87,22857550,1337166675,13800039,54.22,13.81
2330,台積電,2300.0,2273.0,2246.5,2039.33,34742201,79907062300,25989451,60.68,5.26
2331,精英,20.55,20.79,20.32,21.76,4006860,82340969,6408473,49.23,10.19
2332,友訊,15.6,15.37,14.29,14.86,6316947,98544375,7956569,65.39,11.83
2337,旺宏,155.5,151.8,157.07,138.15,242364279,37687645384,148966532,52.78,10.28
2338,光罩,56.2,55.18,50.85,49.1,8506104,478043051,12053610,63.32,12.74
2340,台亞,40.1,38.52,37.8,32.14,14354313,575607929,11447093,61.27,16.4
2342,茂矽,44.05,42.48,40.65,33.98,13261579,584172544,10069062,66.11,15.16
2344,華邦電,155.0,132.7,117.89,106.26,438816841,68016610355,304943314,73.93,34.2
2345,智邦,2620.0,2546.0,2480.5,1962.25,3950276,10349723120,3550645,62.3,11.25
2347,聯強,85.9,84.6,83.57,79.58,5075455,435981592,4070086,61.17,2.63
2348,海悅,67.9,68.48,70.15,74.23,431124,29273320,324728,27.88,-1.74
2349,錸德,13.85,13.46,12.77,13.18,10536992,145937343,11049831,58.59,13.99
2351,順德,229.0,204.0,180.0,132.15,12546557,2873161553,9406564,79.96,27.22
2352,佳世達,27.55,28.05,25.93,24.75,8050448,221789836,16319371,61.22,5.76
2353,宏碁,31.4,30.75,28.61,27.8,61704879,1937533177,77506198,67.22,14.39
2354,鴻準,59.7,60.08,59.05,54.83,11035714,658832134,11209270,56.41,3.83
2355,敬鵬,62.6,64.98,56.44,50.95,29378068,1839067011,44781148,60.65,5.92
2356,英業達,62.0,60.72,52.5,46.51,79660687,4938962594,115721104,72.49,20.62
2357,華碩,701.0,689.4,648.7,595.75,4216562,2955809962,5024695,67.51,9.53
2359,所羅門,144.5,141.0,129.22,119.68,10223418,1477283901,7194976,67.21,13.33
2360,致茂,2625.0,2425.0,2287.75,1876.75,2634558,6915714750,2581801,68.81,27.12
2362,藍天,41.05,41.16,39.63,38.78,1376124,56489889,1972354,59.61,5.8
2363,矽統,66.8,66.62,60.54,53.92,26991623,1803040498,32111220,64.72,11.15
2364,倫飛,67.3,68.42,66.85,64.23,223979,15073787,276644,52.78,1.97
2365,昆盈,37.35,38.17,36.69,34.69,6142765,229432263,8674580,54.6,6.26
2367,燿華,67.1,66.96,63.07,68.13,40048888,2687280323,55864347,54.14,4.84
2368,金像電,1375.0,1372.0,1369.25,1123.77,5677144,7806073000,5584545,55.18,11.34
2369,菱生,40.15,34.84,31.67,30.51,90933858,3650994537,42085065,74.13,39.17
2371,大同,29.4,29.51,29.78,31.17,18384900,540516052,20888962,44.82,4.81
2373,震旦行,58.0,57.22,56.74,56.53,144116,8358728,70340,63.16,2.65
2374,佳能,80.8,82.14,80.55,74.35,9623905,777611553,10893344,54.69,2.54
2375,凱美,147.0,135.2,104.77,89.41,33098370,4865460390,25696045,83.97,31.84
2376,技嘉,332.5,328.8,311.25,268.38,9012980,2996815850,12939847,64.51,10.1
2377,微星,126.5,123.3,109.85,98.33,31204574,3947378611,42557210,72.92,15.53
2379,瑞昱,605.0,586.2,561.9,519.74,6036426,3652037730,3892426,64.49,6.7
2380,虹光,5.53,5.78,5.84,5.68,434307,2401717,314937,45.15,-5.47
2382,廣達,312.0,313.8,320.9,307.01,43543190,13585475280,41781000,47.65,7.59
2383,台光電,5305.0,5159.0,4830.75,3667.42,2110806,11197825830,2261598,67.09,20.71
2385,群光,135.5,132.1,129.43,125.49,6092849,825581039,3912892,62.6,5.45
2387,精元,40.35,40.09,39.79,41.3,1016653,41021946,902143,52.23,4.81
2388,威盛,75.9,82.42,78.08,63.31,12909879,979859835,27031883,51.02,-7.1
2390,云辰,10.7,10.51,9.91,10.06,1464488,15670021,1329399,64.95,7.21
2392,正崴,37.6,37.97,37.28,36.65,3195688,120157863,2794634,52.31,5.62
2393,億光,62.7,64.52,68.17,67.58,3794400,237908882,3167116,35.77,-1.1
2395,研華,509.0,490.0,452.15,379.95,4513901,2297575609,4426959,78.17,9.46
2397,友通,62.9,62.9,59.94,57.83,586123,36867137,722353,60.37,4.49
2399,映泰,48.0,47.13,45.06,36.38,16351793,784886064,16426581,60.42,13.74
2401,凌陽,31.05,30.18,26.36,23.17,30598354,950078868,36990964,74.03,15.43
2402,毅嘉,68.7,66.98,67.8,61.5,12472809,856881940,12576810,54.69,10.99
2404,漢唐,1235.0,1200.0,1050.65,989.72,4999334,6174177490,5823139,73.12,20.49
2405,輔信,16.4,16.53,15.53,15.48,2407752,39487131,5056162,58.67,5.81
2406,國碩,34.9,33.19,32.6,33.15,22619298,789413534,13499263,58.46,16.14
2408,南亞科,312.0,303.0,287.6,248.15,205761598,64197618576,162305007,59.56,13.45
2409,友達,21.8,22.12,19.48,17.66,565132881,12319896374,444471146,60.07,16.27
2412,中華電,137.0,136.8,136.93,136.04,15600125,2137217125,13518403,50.72,-1.44
2413,環科,49.55,51.11,46.88,49.45,2941359,145744336,6263618,53.94,0.51
2414,精技,51.2,50.4,48.41,45.31,317382,16249958,361126,72.15,3.85
2415,錩新,26.65,27.03,26.95,27.94,139683,3722551,144924,42.87,0.76
2417,圓剛,50.2,50.57,49.93,41.44,2488028,124899007,3537246,57.25,5.8
2419,仲琦,30.5,31.23,30.37,31.7,1946757,59376088,2843704,47.1,2.01
2420,新巨,62.5,63.02,58.15,54.47,926894,57930875,1343830,67.73,6.11
2421,建準,162.0,160.0,149.9,142.88,7127737,1154693394,11572842,64.95,13.29
2423,固緯,82.6,77.82,69.37,56.49,691633,57128884,441626,74.92,13.62
2424,隴華,13.55,13.97,19.18,24.4,608366,8243359,285120,32.84,-24.72
2425,承啟,36.5,35.03,33.08,30.22,1826347,66661665,913451,68.8,11.79
2426,鼎元,77.8,78.64,69.54,48.59,19354484,1505778914,19188374,64.95,12.92
2427,三商電,20.3,20.51,20.93,22.61,720231,14620688,687996,32.31,-0.25
2428,興勤,266.0,247.5,209.28,181.09,2429297,646193002,2578990,88.07,19.28
2429,銘旺科,48.25,48.5,50.91,47.92,1339209,64616834,922188,47.16,-1.13
2430,燦坤,18.55,18.48,19.14,21.08,202875,3763331,163480,27.77,1.92
2431,聯昌,10.35,10.44,10.55,11.62,375691,3888401,478937,40.52,0.0
2433,互盛電,43.4,44.05,45.0,45.65,110457,4793833,109282,19.61,-2.69
2434,統懋,33.2,30.55,30.81,29.95,267901,8894313,91381,70.05,11.78
2436,偉詮電,78.1,78.12,74.05,66.8,12132852,947575722,12485808,59.4,8.77
2438,翔耀,25.3,22.96,22.33,22.07,1830520,46312154,551578,70.39,17.67
2439,美律,90.7,89.06,86.87,85.97,7037015,638257239,5384850,60.89,6.33
2440,太空梭,17.35,17.77,17.67,15.98,970166,16832380,947022,51.6,0.58
2441,超豐,136.0,124.8,103.06,94.13,19440291,2643879576,21650743,81.7,32.68
2442,新美齊,18.3,18.49,18.46,19.37,1791638,32786974,1538936,41.91,-0.81
2444,兆勁,12.3,12.58,13.11,13.19,830934,10220488,772834,38.46,-4.28
2449,京元電子,315.5,310.6,308.32,294.14,94975649,29964817259,58360829,54.26,13.69
2450,神腦,29.35,29.22,29.48,29.58,232393,6820734,240567,46.58,1.03
2451,創見,321.0,315.7,310.58,266.96,8847965,2840196765,6041505,58.54,3.72
2453,凌群,62.5,58.9,55.57,54.23,8951131,559445687,3425694,77.77,14.26
2454,聯發科,4640.0,4112.0,3488.75,2350.75,18194929,84424470560,13149940,79.51,43.65
2455,全新,418.5,419.5,376.3,302.87,3174016,1328325696,14674549,62.98,4.49
2457,飛宏,25.2,25.85,25.0,25.78,3361548,84711012,4136810,50.07,3.7
2458,義隆,164.5,162.9,148.78,138.51,3314700,545268150,4351338,69.82,7.52
2459,敦吉,67.0,66.82,66.49,66.19,299379,20058393,287709,54.83,1.67
2460,建通,31.95,32.27,33.11,30.42,801624,25611887,720278,47.01,3.06
2461,光群雷,15.65,16.28,16.39,16.78,906791,14191278,956053,39.19,-1.88
2462,良得電,20.25,20.66,20.72,21.91,394026,7979026,445108,40.2,0.25
2464,盟立,177.0,157.7,129.0,93.03,32476859,5748404043,24779518,79.92,42.17
2465,麗臺,86.0,85.68,81.88,66.08,3242548,278859128,2838500,62.87,13.76
2466,冠西電,47.7,48.84,50.85,52.31,265971,12686816,323816,40.66,1.92
2467,志聖,657.0,635.2,596.7,491.63,3133342,2058605694,3064446,62.81,18.59
2468,華經,33.1,33.73,33.67,34.93,243957,8074976,252372,44.55,1.53
2471,資通,50.6,50.56,51.27,51.64,326101,16500710,217147,44.32,0.8
2472,立隆電,337.5,290.0,231.9,170.12,12339897,4164715237,19566374,85.82,32.35
2474,可成,208.5,192.5,198.65,196.27,22588383,4709677855,10610524,58.98,13.93
2476,鉅祥,129.0,125.1,118.25,101.49,8018807,1034426103,8046608,66.29,13.16
2477,美隆電,20.55,20.9,20.84,22.85,291258,5985351,213548,36.06,0.24
2478,大毅,120.0,120.5,91.08,75.07,3715672,445880640,8271343,78.25,13.74
2480,敦陽科,146.5,147.5,147.5,143.13,522970,76615105,414450,51.64,0.0
2481,強茂,147.5,138.9,118.91,104.85,72198779,10649319902,58139018,77.07,10.9
2482,連宇,16.3,16.61,16.56,16.8,174414,2842948,175769,42.37,0.93
2483,百容,25.4,25.42,24.04,22.55,1136095,28856812,869464,60.73,8.55
2484,希華,52.6,51.39,43.29,35.93,21846397,1149120448,36165221,65.93,18.74
2485,兆赫,74.1,73.68,69.08,69.33,24978629,1850916370,37191097,56.59,4.96
2486,一詮,276.0,282.4,273.27,200.66,10087698,2784204648,10523553,58.56,6.98
2488,漢平,53.1,53.36,52.06,49.96,167684,8904020,294868,59.58,1.92
2489,瑞軒,50.7,51.42,44.52,41.05,80071156,4059607670,67715450,60.75,19.15
2491,吉祥全,22.55,22.47,20.01,17.27,1289606,29080614,1424522,64.65,14.18
2492,華新科,361.0,313.9,212.55,158.91,5293501,1910953861,8443452,90.24,49.17
2493,揚博,158.0,148.7,135.9,122.57,10159013,1605124054,6850246,65.91,22.96
2495,普安,50.6,45.53,40.04,37.38,27636468,1398405238,19481468,73.41,34.93
2496,卓越,65.0,64.66,64.82,66.34,23251,1511315,14995,48.32,1.09
2497,怡利電,57.9,57.94,57.16,51.49,357145,20678696,480336,55.28,3.21
2498,宏達電,44.65,45.41,42.77,41.63,13827877,617414729,16311574,57.32,-1.76
2501,國建,21.85,21.95,22.43,23.24,2373403,51858856,2409738,38.9,-2.02
2504,國產,34.95,34.93,34.77,36.31,1985167,69381588,1897917,46.89,0.58
2505,國揚,17.55,17.81,17.85,18.6,453431,7957713,373306,38.02,-1.68
2506,太設,8.65,8.65,8.68,8.84,111831,967338,140815,42.8,0.12
2509,全坤建,12.3,12.56,13.03,13.78,227853,2802591,258510,24.16,-3.91
2511,太子,7.62,7.67,7.75,8.0,1481078,11285814,1113338,34.64,-0.52
2514,龍邦,12.8,12.93,13.12,13.49,145272,1859481,240317,25.55,-1.54
2515,中工,12.85,13.21,12.99,13.9,7969512,102408232,13771935,45.97,1.98
2516,新建,13.6,12.64,13.0,13.53,1850325,25164420,649365,58.88,10.57
2520,冠德,30.05,30.29,30.17,31.12,1339181,40242388,1458328,44.44,-2.28
2524,京城,33.25,33.35,35.15,37.73,55318,1839323,141347,33.51,-3.06
2527,宏璟,36.25,34.65,34.12,32.64,924153,33500546,508358,64.43,9.85
2528,皇普,21.8,22.04,22.25,24.37,1260363,27475912,712085,27.63,-1.8
2530,華建,18.1,19.66,20.64,23.09,2964450,53656546,1783987,16.7,-13.4
2534,宏盛,17.55,17.8,18.28,19.34,1573869,27621399,829308,31.19,-1.4
2535,達欣工,78.0,76.8,74.78,72.93,918169,71617182,700907,62.48,4.56
2536,宏普,19.2,19.68,20.38,21.77,632111,12136531,580195,21.66,-4.24
2537,聯上發,9.39,9.58,9.96,10.2,1581149,14846989,1375562,30.34,-2.9
2538,基泰,9.37,9.38,9.6,9.97,418052,3917147,292715,37.25,-0.11
2539,櫻花建,33.2,36.21,38.56,44.45,4905077,162848560,2940323,11.48,-13.43
2540,愛山林,53.5,54.54,53.92,51.22,445762,23848267,757369,48.62,-3.78
2542,興富發,43.1,42.95,41.93,38.11,15145317,652763139,10661801,63.68,-1.37
2543,皇昌,41.5,43.29,42.57,55.84,1963257,81475165,5857997,40.03,-2.24
2545,皇翔,35.85,36.57,37.69,37.03,620249,22235925,458719,31.94,-4.02
2546,根基,87.3,85.46,84.98,84.46,184846,16137056,138076,67.76,3.44
2547,日勝生,9.9,9.97,10.11,10.6,2594802,25688538,2528551,31.64,-1.0
2548,華固,121.5,122.3,124.32,122.81,2286795,277845592,2202351,42.73,-1.62
2597,潤弘,157.5,160.4,158.82,158.07,613555,96634912,626083,47.74,-1.87
2601,益航,5.0,5.03,4.95,5.63,2245128,11225640,2408159,42.57,1.01
2603,長榮,211.5,213.6,208.98,206.81,33933427,7176919810,28441954,54.19,-0.47
2605,新興,31.0,31.09,32.31,35.9,3381286,104819866,4047393,39.71,2.99
2606,裕民,72.5,68.16,64.69,62.42,13377091,969839097,8303055,77.9,12.4
2607,榮運,47.3,47.89,47.59,50.59,955542,45197135,641502,40.96,-0.11
2608,嘉里大榮,28.6,28.85,29.51,30.48,859254,24574664,547023,15.81,-1.55
2609,陽明,52.6,52.1,50.27,53.21,32792946,1724908909,28209030,59.23,4.57
2610,華航,18.45,18.64,18.46,18.48,49702843,917017491,36394119,49.23,1.37
2611,志信,12.95,12.95,13.18,14.09,694545,8994357,578631,38.22,0.0
2612,中航,57.6,56.52,56.1,57.27,1140090,65669182,772596,56.49,5.11
2613,中櫃,21.65,21.84,22.01,23.4,411048,8899189,396574,36.44,0.46
2614,東森,18.15,18.16,19.12,20.08,1457561,26454731,1167702,25.75,0.0
2615,萬海,81.8,82.42,78.23,77.8,9760647,798420954,14469862,59.61,0.86
2616,山隆,13.3,13.51,13.75,15.9,442837,5889732,399352,32.02,-2.56
2617,台航,28.8,28.99,29.15,30.33,871351,25094908,761544,38.91,0.0
2618,長榮航,34.8,35.25,34.72,34.66,67312823,2342486189,58021789,49.79,1.46
2630,亞航,41.25,42.65,45.29,47.87,1269422,52363657,1006647,31.05,-3.51
2633,台灣高鐵,25.25,25.47,26.06,26.35,16964937,428364659,13671299,34.77,-2.32
2634,漢翔,45.5,46.12,47.16,48.86,4539854,206563357,3933572,38.16,-0.22
2636,台驊控股,66.9,66.74,66.89,67.61,351931,23544184,391287,49.79,3.24
2637,慧洋-KY,75.9,73.78,73.56,71.7,5511954,418357317,3669701,59.02,5.71
2642,宅配通,20.1,20.29,20.99,22.6,149255,3000025,106039,15.68,-1.23
2645,長榮航太,161.5,161.1,156.88,157.12,1850343,298830394,1788352,55.17,5.9
2646,星宇航空,20.05,20.26,20.32,20.97,7385929,148087870,6233804,39.43,-0.74
2701,萬企,10.2,10.24,10.46,10.68,182219,1858633,167583,31.91,0.0
2702,華園,12.75,12.9,13.92,13.46,66538,848359,54305,37.53,-1.54
2704,國賓,42.15,42.03,42.13,42.44,225902,9521769,117357,49.25,0.96
2705,六福,15.0,15.16,15.71,16.29,218941,3284115,220461,31.37,-2.28
2706,第一店,11.95,11.95,12.19,12.41,261899,3129693,154555,33.12,-0.42
2707,晶華,173.0,173.2,172.02,180.11,174288,30151824,174238,44.83,0.0
2712,遠雄來,14.75,15.07,16.26,16.09,16010,236147,11262,34.37,-1.34
2722,夏都,22.6,22.51,23.03,23.48,66362,1499781,39640,40.8,1.35
2723,美食-KY,60.2,61.74,64.26,67.3,486367,29279293,509157,26.33,-4.6
2727,王品,234.0,231.9,232.4,228.57,759674,177763716,406411,56.11,-0.21
2731,雄獅,166.0,162.8,160.75,163.21,1283514,213063324,1147337,60.15,3.75
2739,寒舍,34.7,34.74,34.66,34.44,92441,3207702,103088,49.87,0.43
2748,雲品,39.0,39.19,39.84,40.15,182864,7131696,139791,39.29,-0.64
2753,八方雲集,173.0,173.8,176.92,180.48,324271,56098883,362570,30.88,0.0
2762,世界健身-KY,81.1,82.14,78.61,75.61,52324,4243476,88477,61.08,-2.41
2801,彰銀,20.15,20.22,20.58,20.76,25293389,509661778,23333662,34.46,-0.98
2812,台中銀,18.8,18.87,19.32,20.14,16530940,310781659,11385847,31.74,-0.53
2816,旺旺保,31.95,31.36,30.84,30.76,305622,9764623,203863,62.83,2.08
2820,華票,16.7,16.82,16.84,16.9,930812,15544561,1118196,41.46,-0.89
2832,台產,52.9,53.1,53.02,50.05,197617,10453939,151797,56.43,-1.31
2834,臺企銀,16.15,16.03,16.1,15.69,32873914,530913698,24463089,54.94,0.62
2836,高雄銀,11.8,11.83,11.85,12.07,1343822,15857099,1074173,42.08,0.0
2838,聯邦銀,20.5,20.22,20.32,20.35,1663027,34092053,1240829,54.2,2.24
2845,遠東銀,11.9,12.01,12.11,12.35,15067776,179306528,11566578,32.79,-0.42
2849,安泰銀,13.8,13.43,13.54,13.43,174113,2402759,91653,57.66,4.94
2850,新產,141.5,138.7,134.35,124.51,609382,86227553,475766,71.49,2.17
2851,中再保,35.0,35.12,33.05,30.9,3292002,115220070,2803667,65.98,0.29
2852,第一保,26.85,26.9,26.48,26.3,453239,12169467,426839,61.58,-0.92
2855,統一證,44.9,41.98,40.12,34.75,16225053,728504904,8500359,73.75,14.54
2867,三商壽,7.54,7.58,7.69,7.77,8921233,67266096,8584166,38.85,-2.08
2880,華南金,29.95,30.93,32.16,33.66,78354315,2346711794,57231013,24.43,-6.55
2881,富邦金,110.0,100.48,95.68,90.82,92832987,10211628570,63067819,80.87,14.82
2882,國泰金,85.4,81.68,78.72,74.88,69883832,5968079359,51088832,74.5,9.63
2883,凱基金,22.3,21.72,21.87,20.9,108615064,2422115844,66699110,59.37,3.24
2884,玉山金,31.15,31.21,31.74,32.37,52243564,1627386998,43287714,38.61,-1.74
2885,元大金,59.5,56.54,55.29,49.67,39966642,2378015199,31535851,76.02,7.99
2886,兆豐金,39.45,39.69,39.66,39.43,29262101,1154389906,29944819,47.39,-2.11
2887,台新新光金,23.3,23.57,23.6,24.09,170373549,3969703561,134834866,44.26,-2.51
2889,國票金,14.55,14.62,14.62,15.34,3062730,44562722,2300210,41.04,-1.02
2890,永豐金,29.65,29.39,30.31,31.41,28902791,856967742,37161679,37.87,-0.5
2891,中信金,59.2,57.84,55.48,53.66,65166486,3857856020,53791752,70.48,2.42
2892,第一金,27.6,27.63,28.62,28.69,33653553,928838075,65944461,35.87,-0.54
2897,王道銀行,10.0,10.01,10.07,10.03,3689533,36895330,3471811,45.8,-0.5
2901,欣欣,22.45,22.71,23.3,23.5,33525,752636,19195,41.16,-1.1
2903,遠百,21.9,22.13,22.22,22.64,2744055,60094803,1857000,36.03,-1.13
2904,匯僑,14.15,14.19,15.16,16.3,50455,713938,79709,19.79,0.35
2905,三商,13.55,13.54,13.45,14.3,558641,7569585,579722,46.49,1.5
2906,高林,12.35,12.51,12.5,12.73,124255,1534549,185461,41.21,-3.52
2908,特力,21.35,21.21,20.88,20.39,740579,15811361,467722,73.71,1.91
2910,統領,21.55,21.33,21.74,21.7,18000,387899,9019,47.93,0.94
2911,麗嬰房,9.25,8.99,6.29,5.51,1939613,17941420,1625296,84.06,28.65
2912,統一超,206.5,213.9,223.15,223.82,13616234,2811752321,9248047,26.08,-6.98
2913,農林,10.65,10.83,11.04,11.82,1988142,21173711,1743670,28.05,-2.29
2915,潤泰全,43.55,43.54,43.68,46.61,3414247,148690454,3595557,45.09,-0.8
2923,鼎固-KY,23.95,22.44,23.16,21.77,97690,2339675,77979,54.5,16.55
2929,淘帝-KY,6.65,5.92,5.61,6.16,1256001,8352406,1074588,68.78,28.63
2939,永邑-KY,22.65,22.58,23.94,24.76,15071,341358,13014,29.87,-1.31
2945,三商家購,40.4,40.8,40.98,41.06,12537,506494,16987,45.17,-0.62
3064,泰偉,18.3,18.32,19.73,25.36,4125,75487,8249,34.38,-6.15
3066,李洲,20.65,20.84,19.27,19.09,402683,8315403,921252,58.44,-0.48
3067,全域,18.5,17.97,17.67,17.95,35010,647685,13002,59.81,6.94
3071,協禧,33.1,31.7,30.43,28.72,1839450,60885792,1340312,63.67,13.75
3073,天方能源,20.15,20.31,21.4,25.55,195657,3942488,140140,32.46,-0.74
3078,僑威,56.8,56.84,55.78,57.22,1402492,79661544,1532123,53.0,8.81
3081,聯亞,2885.0,2847.0,2743.25,2189.17,3409608,9836719080,2591200,55.96,11.82
3083,網龍,26.75,27.28,27.07,27.6,144163,3856360,159679,44.02,-4.46
3085,新零售,13.5,12.3,12.28,12.27,100514,1356939,26389,61.56,12.5
3086,華義,31.6,35.24,38.25,32.88,2054164,64911583,841951,32.53,-13.66
3088,艾訊,144.5,141.4,128.15,100.65,3011049,435096580,2458090,83.51,7.04
3093,港建*,54.7,53.93,55.97,52.08,2520798,137887652,2704145,49.08,14.44
3095,及成,44.2,45.84,44.38,37.06,37231,1645610,43999,56.05,-7.43
3105,穩懋,560.0,535.8,505.88,433.32,48111520,26942451200,34738728,62.31,25.42
3114,好德,28.65,28.29,26.78,26.35,732328,20981196,493607,65.15,5.72
3115,富榮綱,7.8,8.09,9.2,9.64,41566,324214,57915,21.48,-10.14
3118,進階,33.3,33.43,33.58,33.48,31139,1036928,28308,44.42,-0.15
3122,笙泉,33.35,35.02,35.95,29.86,450965,15039682,547938,47.01,-5.52
3128,昇銳,23.25,23.92,23.47,24.45,160413,3729602,301695,46.21,-0.64
3131,弘塑,3425.0,2996.0,2951.5,2743.67,416570,1426752250,544302,64.58,32.75
3141,晶宏,79.7,77.22,62.37,50.64,4522713,360460212,6245228,81.89,22.8
3147,大綜,184.5,184.7,178.1,173.29,315747,58255321,408715,59.45,3.36
3152,璟德,198.5,190.8,176.2,159.05,2326967,461902949,2619715,65.28,21.04
3158,嘉實,86.0,85.88,87.69,90.01,16402,1410572,17155,39.12,1.06
3162,精確,83.6,87.28,85.64,69.95,8290508,693086456,6181797,52.1,-1.76
3163,波若威,1100.0,1144.0,1073.85,1002.62,5861727,6447899700,4633163,52.12,15.55
3169,亞信,119.0,120.1,112.5,102.56,1176926,140054194,1258710,59.92,4.85
3171,炎洲流通,70.2,69.32,68.27,64.41,28103,1972830,51278,58.66,5.09
3176,基亞,34.65,36.73,34.3,32.39,1197440,41491297,1754302,51.54,-6.98
3178,公準,71.3,71.08,69.59,64.2,242493,17289751,264832,54.75,8.69
